"province","zone_sante","annee","dtc1_vaccinated","survivants_admin","cv_dtc1_admin","survivants_ecv","cv_dtc1_ecv","variation_ecv_dtc1","survivants_ihme","cv_dtc1_ihme","variation_ihme_dtc1","naiss_dhis2","naiss_ecv","bcg","variation_bcg","pop_adj","bcg_adj","bcg_eds","bcg_eds_2024","pop_adj_2024","bcg_eds_2024_2025","pop_adj_2024_2025"
"kongo_central","mangembo",2023,2636,2891,0.9117952265652024,2751.5657620041757,0.9579999999999999,0.04823045243715819,2968.6771605229987,0.887937575379739,-0.02686861311760593,3313,2323.3665559246956,2098,0.2987121775053741,2891,2650.4,3050.005,3141.5051500000004,2977.73,3235.7503045000003,3067.0619
"kongo_central","mbanza_ngungu",2023,5364,5764,0.9306037473976405,5749.196141479099,0.933,0.00256833076351502,6018.100604977177,0.891311121579421,-0.0440840744235213,6606,3838.036809815951,3128,0.41900744628883574,5764,5284.8,6081.02,6263.450600000001,5936.92,6451.354118000001,6115.0276
"kongo_central","nzanza",2023,5764,6187,0.9316308388556651,6550,0.88,-0.058671407790528526,6209.981961417173,0.92818305041978,-0.003714556556840617,7091,3924.3498817966906,3320,0.4465731375269087,6187,5672.8,6527.285,6723.10355,6372.610000000001,6924.7966565,6563.788300000001
"kongo_central","sona_bata",2023,3956,4375,0.9042285714285714,4681.656804733728,0.845,-0.07009298393913778,4445.644198795022,0.889859787041046,-0.016147245438862177,5014,3476.38326585695,2576,0.3066646857086259,4375,4011.2,4615.625,4754.09375,4506.25,4896.7165625,4641.4375
"kongo_central","vaku",2023,2939,3272,0.8982273838630807,3291.1534154535275,0.893,-0.005853733329317692,3232.671093896253,0.909155282004796,0.012019836828773582,3750,2530.0127713920815,1981,0.32532992762877827,3272,3000,3451.96,3555.5188000000003,3370.1600000000003,3662.184364,3471.2648000000004
"kwango","kahemba",2023,9897,11203,0.8834240828349549,10899.77973568282,0.908,0.02706598806723024,11693.83559277494,0.846343350860421,-0.04381287090734088,12840,7084,7084,0.44828660436137074,11203,10272,11819.165,12173.739950000001,11539.09,12538.952148500002,11885.262700000001
"kwango","kasongo_lunda",2023,6153,7219,0.8523341182989334,7858.23754789272,0.783,-0.0885493209437207,7818.872204897816,0.786942136763113,-0.08309630210525226,8274,5094.159713945173,4274,0.3843171725954589,7219,6619.2,7616.045,7844.52635,7435.570000000001,8079.8621405,7658.637100000001
"kwango","kenge",2023,9246,12165,0.7600493218249075,12102.094240837696,0.764,0.005171044731796473,11287.984328916387,0.819101066282893,0.0720933556172308,13942,9185.628742514971,7670,0.34115415704239194,12165,11153.6,12834.075,13219.09725,12529.95,13615.6701675,12905.848500000002
"kwango","kitenda",2023,5982,7070,0.8461103253182461,6588.105726872246,0.908,0.06816043467153521,6816.404325265194,0.877588786484914,0.03586926092430076,8103,4216.4009111617315,3702,0.4796494000787694,7070,6482.4,7458.85,7682.615500000001,7282.1,7913.093965000001,7500.563000000001
"kwango","wamba_lwadi",2023,4400,4943,0.8901476835929597,4559.58549222798,0.965,0.07756716726118155,5084.509460428369,0.865373549650019,-0.028628254183364066,5665,3417.616580310881,3298,0.3967137545788383,4943,4532,5214.865,5371.31095,5091.29,5532.4502785,5244.0287
"kwilu","kingandu",2023,4195,4774,0.8787180561374109,4378.914405010439,0.958,0.08275777021147074,4601.966545672317,0.911566817873757,0.03603549525087622,5472,3087.2410032715375,2831,0.43581122016236523,4774,4377.6,5036.57,5187.6671,4917.22,5343.297113,5064.7366
"kinshasa","barumbu",2023,7037,7491,0.9393939393939394,7037,1,0.06060606060606061,7700.115077042908,0.913882445858515,-0.02791550888304734,8586,5436,5436,0.3668763102725367,7491,6868.8,7903.005,8140.09515,7715.7300000000005,8384.2980045,7947.201900000001
"kinshasa","bumbu",2023,14118,15524,0.9094305591342438,14118,1,0.09056944086575625,15481.928942403641,0.911901872985093,0.002710065549881378,17793,12009.375,11529,0.3250505816894284,15524,14234.4,16377.82,16869.1546,15989.720000000001,17375.229238000004,16469.411600000003
"kinshasa","kintambo",2023,3613,3796,0.9517913593256059,3613,1,0.0482086406743941,3978.0957311912775,0.908223492881619,-0.047970424444488284,4351,4419.956140350877,4031,-0.01584834299031876,3796,4351,4004.78,4124.923400000001,3909.88,4248.671102000001,4027.1764000000003
"kinshasa","kisenso",2023,17062,17498,0.9750828666133272,17062,1,0.024917133386672764,18537.94693125218,0.920382395271401,-0.05943233119511828,20055,11615.784008307373,11186,0.4208035897129208,17498,16044,18460.39,19014.2017,18022.94,19584.627751000004,18563.6282
"kinshasa","lemba",2023,9414,9480,0.9930379746835443,9755.440414507771,0.9650000000000001,-0.029054896045123575,10236.308428234837,0.919667482276456,-0.07977937006696596,10866,8212.435233160622,7925,0.24420805879250668,9480,8692.8,10001.4,10301.442,9764.4,10610.48526,10057.332
"kinshasa","matete",2023,12070,12871,0.9377670732654806,12705.263157894737,0.9500000000000001,0.012876764983704712,13081.551718626766,0.922673415173949,-0.016358613831618844,14752,13036,13036,0.1163232104121475,12871,13036,13578.905,13986.27215,13257.130000000001,14405.860314500002,13654.843900000002
